0,comment
107,"['一直', '喜欢', '网购', '碰到', '安装', '恶心', '人员', '理由', '拒绝', '使用', '旧', '热水器', '连接', '材料', '喜欢', '赚取', '这种', '钱', '恶心', '一气之下', '安装', '人员', '赶走', '动手', '安装', '幸好', '工具', '少', '一个', '电钻', '得去']"
219,"['外形', '外观', '电器', '一直', '印象', '差', '安装', '服务', '很多年', '电器', '电器', '售后', '安装', '服务', '真是', '令', '大开眼界', '知道', '电器', '售后', '安装', '服务', '是不是', '外包', '售后', '安装', '服务', '确实', '应该', '加强', '培训', '肯定', '会', '流失', '很多', '老客户', '一下', '买', '燃气', '热水器', '燃气灶', '售后', '安装', '服务', '真的', '非常', '糟糕', '第一', '应该', '五金店', '买', '配件', '没有', '安装', '配件', '没', '安装', '赚', '配件', '钱', '态度', '非常', '友好', '安装', '热水器', '支架', '螺丝', '松下', '紧', '故意', '掉下来', '砸', '第二', '基本', '安装', '燃气', '热水器', '燃气', '热水器', '烟洞', '没有', '直接', '留', '联系电话', '联系', '谈', '价格', '洞', '真是', '第一次', '遇见', '售后服务', '第三', '洞', '安装', '固定', '支架', '知道', '袋子', '灰尘', '故意', '厨房', '弄', '灰尘', '第四', '软管', '安', '燃气管', '子', '随便', '一下', '买', '海尔', '油烟机', '海尔', '售后', '礼貌', '配件', '价格合理', '愿意', '海尔', '售后', '配件', '愿意', '跑', '一趟', '五金店', '买', '配件', '希望', '售后', '加强', '起来', '总结', '非常', '满意']"
506,"['非常', '时期', '没有', '安装', '安装', '动手', '装', '十多分钟', '搞定']"
1000,"['没装上', '降价', '醉']"
1001,"['买回来', '坏', '忙', '半天']"
1007,"['送货', '没', '安装', '找', '客服', '退', '差']"
1008,"['买回来', '不能', '没', '检修', '人员', '处理']"
1009,"['收到', '货', '打开', '差', '一个', '配件']"
1010,"['几天', '没人来', '安装', '情况']"
1011,"['退货', '一个多', '没人来', '取', '客服', '电话', '78', '取货']"
1012,"['款', '热水器', '没配', '接', '气管', '头', '害', '重新', '买', '一个']"
1013,"['外形', '外观', '全', '划伤', '新']"
1015,"['安装', '服务', '学', '退货']"
1016,"['安装', '技工', '装', '测试', '无法', '启动', '只能', '换机']"
1017,"['不怎么', '理想', '知道', '多久', '外观', '好看']"
1019,"['帮', '看看', '收费', '实际']"
1020,"['质量', '自营', '不行']"
1021,"['售后服务', '态度', '不好']"
1022,"['更本', '没法用']"
1023,"['安装', '不了', '退货', '申请', '无人', '理会']"
1024,"['安装', '服务', '安装', '费用', '太', '高', '退货']"
1025,"['水', '热', '10', '度', '没有']"
1026,"['安装', '服务', '安装', '太', '专业']"
1027,"['送货', '扔', '小区', '安排', '安装', '379']"
1028,"['说明', '请', '图片']"
1029,"['货', '没收', '评价', '评价', '自动', '收货', '确认', '收货', '没送', '电话', '说', '一声']"
1030,"['安装', '服务', '差', '一点', '不负责任']"
1031,"['安装', '服务', '商品', '不错', '售后', '太', '差']"
1032,"['新', '机器', '拆开', '水流']"
1034,"['全都', '套路', '安装', '三四百']"
1035,"['安装', '服务', '安装工人', '找', '借口', '胡乱', '收费']"
1036,"['一个月', '没有', '漏水', '想', '买', '漏水', '买']"
1037,"['偷工减料', '必要', '配件', '没有', '配齐', '购买', '需谨慎']"
1039,"['技术性', '引导', '威胁', '客户', '购买', '配件']"
1040,"['安装', '人员', '不停', '推销', '不要', '安装']"
1041,"['安装', '服务', '差差', '差', '免费', '安装', '空话', '物流']"
1042,"['安装', '服务', '差', '外形', '外观', '行', '噪音', '大小', '耗能', '情况', '出水', '速度', '快', '恒温', '效果', '行']"
